symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
NVDA,NVIDIA Corporation,559.89,-0.7,-3.92,550.71,560.23,589.07,180.68,345851887616.0,523.8243,404.53488,5732403,13247932,NASDAQ,552.427,563.81,5.444,102.845345,2020-11-18T21:00:00.000+0000,617713993,1602790423
