averageInventory,averagePayables,averageReceivables,bookValuePerShare,capexPerShare,capexToDepreciation,capexToOperatingCashFlow,capexToRevenue,cashPerShare,currentRatio,date,daysOfInventoryOnHand,daysPayablesOutstanding,daysSalesOutstanding,debtToAssets,debtToEquity,dividendYield,earningsYield,enterpriseValue,enterpriseValueOverEBITDA,evToFreeCashFlow,evToOperatingCashFlow,evToSales,freeCashFlowPerShare,freeCashFlowYield,grahamNetNet,grahamNumber,incomeQuality,intangiblesToTotalAssets,interestCoverage,interestDebtPerShare,inventoryTurnover,investedCapital,marketCap,netCurrentAssetValue,netDebtToEBITDA,netIncomePerShare,operatingCashFlowPerShare,payablesTurnover,payoutRatio,pbRatio,peRatio,pfcfRatio,pocfratio,priceToSalesRatio,ptbRatio,receivablesTurnover,researchAndDdevelopementToRevenue,returnOnTangibleAssets,revenuePerShare,roe,roic,salesGeneralAndAdministrativeToRevenue,shareholdersEquityPerShare,stockBasedCompensationToRevenue,symbol,tangibleAssetValue,tangibleBookValuePerShare,workingCapital
911500000,1117000000,1852500000,4.416252987681559,-0.027088312802598512,-0.8438914027149325,-7.5814479638009065,-20.17194570135747,1.100079671508243,6.909090909090909,2003-06-29,38.66573524275236,54.383513796716734,62.98788694481831,0.14923258559622196,0.17540938107132945,0.0038767966546672155,0.00940736605948994,18689648620.0,48.074658905297056,64.24767487108973,55.773347120262606,20.96192083894123,0.178280321137464,0.014275444896742949,2.221915793344365,3.416717962396609,1.7480438184663536,0.04096812278630461,40.04916521560995,0.0715591101305387,2.3276422764227642,,20377648620.0,4588000000.0,-4.341976988550865,0.11748483177054606,0.20536863394006252,1.654913294797688,0.41210224308815857,2.827872414654455,106.29967981220658,70.0503562048814,60.810649418084154,22.855146500672948,2.827872414654455,1.4288461538461539,0.1521982951996411,0.023599655299766098,0.5464239749954035,0.026602830974188175,0.05129214220123311,0.0,4.416252987681559,0.0,QCOM,6859000000.0,4.978243549672121,5005000000
925500000,1123500000,1810000000,4.291040215132624,-0.014423664588681098,-1.0762711864406769,-22.906779661016937,-43.09745762711862,1.2162327343845496,6.855388813096862,2003-03-30,39.83001172332943,49.062133645955456,47.69442532690984,0.14565587734241908,0.17048853439680958,,0.005040171941776192,18597810760.0,67.24230964751482,35.9725546615087,34.40216566777654,18.285134952315406,0.3159760420486493,0.025298727125226128,1.8480320254247646,2.4653181303900684,5.248543689320388,0.04222438549525432,103.63495746326373,0.09526891578046694,2.2596026490066223,,20435810760.0,3828000000.0,-6.645479230165703,0.06295073951839629,0.3303997066373304,1.8344086021505377,0.0,2.910669528557186,198.40592970873786,39.527680386847194,37.80209167591565,20.092233566021044,2.910669528557186,1.887012987012987,0.1295841116900993,0.013086011942574007,0.6216232734384549,0.014670274889616863,0.053707414829659315,0.0,4.291040215132624,0.0,QCOM,6674000000.0,4.810536609216477,4292000000
904000000,1128000000,1873500000,3.6169169475942384,-0.05504137296965982,-0.48106904231625836,-3.680400890868597,-11.896436525612472,0.992951271835734,6.670229007633588,2002-12-29,27.652916073968704,49.928876244665716,56.1078348778433,0.1603585657370518,0.19098457888493475,,0.011601147156816049,19336667200.0,43.99886957570407,80.33513585375987,58.50731376701967,18.100409248338483,0.1475329451425069,0.011572300541424047,1.7661661048115231,3.4693303006994776,1.3696643182760049,0.049373932840068295,61.67708181950298,0.10044805393809378,3.2546296296296298,,20799667200.0,3242000000.0,-3.3289266202634473,0.14790070487281642,0.20257431811216672,1.8025641025641026,0.0,3.5247699034062023,86.19837215084956,86.41324137931035,62.93394009077155,19.469874754282504,3.5247699034062023,1.604054054054054,0.10530749789385004,0.03611734770243975,0.6547961998161201,0.04089137434333164,0.06659344107955437,0.0,3.6169169475942384,0.0,QCOM,5554000000.0,4.095004596996628,3714000000
894000000,1135000000,2003000000,3.329217090639664,-0.011484317115337116,-3.435483870967742,-18.31720430107528,-46.98387096774196,0.8687330204988886,5.838518518518518,2002-09-30,25.37648189682794,60.269144504966356,95.26261585993821,0.17122656009837073,0.20660237388724034,,0.01227955476148944,14184304560.0,52.671015818789456,44.036959205215766,41.63282817728206,16.23103851699279,0.19887626574462833,0.0207842595306135,1.5076253395900223,2.96672865825983,1.7903310562270103,0.05302797417768214,-9.666666666666666,0.04340577920474191,3.546590909090909,,15497304560.0,2827000000.0,-4.875603416264389,0.11749814769078785,0.21036058285996545,1.4933014354066985,0.0,2.8741291839762613,81.43617740409879,48.11333300217323,45.486658526562955,17.733498752717704,2.8741291839762613,0.9447567567567567,0.125872525460579,0.03088784288264892,0.5395776734996295,0.03529302670623145,0.039290001714971705,0.0,3.329217090639664,0.0,QCOM,5047000000.0,3.8040256853544085,3266000000
894047000,1135209000,1808975000,6.9944829786985645,0.0,,,,1.8247862527192702,5.838292942372138,2002-09-29,6.9709326862207215,16.571375817683055,42.48918548216923,0.1648393176702249,0.19900477674521083,,0.04876110572664228,6063893348.2,7.750097578563139,13.49805527577564,13.49805527577564,5.331551442111556,0.5827598597459809,0.06090335678636174,2.812803303207863,8.568997981177203,1.2490150885377713,0.05296902798224324,17.92099024522949,0.15568948496991128,12.91075442141349,,7376309348.2,2867741000.0,-1.6773632845450317,0.46657551625594934,0.5827598597459809,5.431051772053978,0.0,1.3680210573305864,20.50814855606558,16.41945621335494,16.41945621335494,6.4854657700288385,1.3680210573305864,2.1181860508427226,0.39712843778574947,0.05834443684204209,1.4753913349167906,0.06670621941276969,0.0790337190538749,0.0,6.9944829786985645,0.0,QCOM,5091693000.0,7.9969152417928955,3265780000
890000000,1101500000,1816000000,3.3919679234301237,-0.02289335833926147,-2.9576271186440675,-3.9858757062146877,-21.776836158192086,0.8284291534631055,5.574430823117338,2002-06-30,24.98265093684941,44.344205412907705,64.3274095213387,0.16640178003814368,0.1996186844613918,,-0.0009746873215256137,12877386690.0,217.74779231978889,121.82958079470203,91.26425719347982,16.70435424828123,0.06835672249886825,0.007465539846757779,1.1551768738278472,0.8252960996447831,-10.224637681159418,0.06500317863954228,-6.262298877184859,0.005586884821832762,3.6025,,14158386690.0,2136000000.0,-21.66083295287373,-0.008924529522084976,0.09125008083812972,2.0295774647887326,0.0,2.699406423260248,-1025.9700500000001,133.94878609271527,100.34292480510278,18.366048372032687,2.699406423260248,1.399092558983666,0.15319756129199638,-0.0023457419683834777,0.49854491366487746,-0.002631077216396568,-0.009456388743226709,0.0,3.3919679234301237,0.0,QCOM,4836000000.0,3.8045657375670956,2612000000
889000000,1119000000,1795000000,3.2262051915945613,-0.024412855377008654,-2.4506329113924052,-5.5797468354430375,-17.622784810126582,0.7836835599505563,4.556923076923077,2002-03-31,24.049331963001027,54.573484069886945,65.80951012785519,0.18297073094380967,0.2239463601532567,,0.0019908034494537995,20783398400.0,121.14643848072933,114.88888004422334,94.29854083484575,29.85691481109036,0.1118046971569839,0.008203561366883652,0.9046662546353523,1.4033960615453127,5.020501138952163,0.0732508999843481,11.143599740090968,0.0038046971569839307,3.7423076923076923,,22051398400.0,1793000000.0,-7.391172561729115,0.027132262051915945,0.13621755253399256,1.6491525423728814,0.0,4.224405823754789,502.30975854214125,121.898277501382,100.05171687840291,31.678492170665134,4.224405823754789,1.3675834970530452,0.1677919839103577,0.007414288127005573,0.43022249690976516,0.008409961685823754,0.011953301968984144,0.0,3.2262051915945613,0.0,QCOM,4752000000.0,3.6594561186650187,2312000000
893000000,1137500000,1830000000,3.156691989376814,-0.02069050707183003,-2.4955223880597015,-7.785074626865671,-20.85373134328358,0.9177938360817738,4.608882521489972,2001-12-30,31.56606851549755,78.54812398042414,74.59204122530777,0.19283006948831333,0.2388964977499511,,0.004914186286740757,26840154500.0,88.38825569218407,118.08250989881215,102.9147028374233,38.41991769252791,0.14038663455005868,0.008024386084598953,1.0266506083626705,2.471098996767221,1.8735632183908046,0.08354390397978521,84.93364558938329,0.0015823605706874189,2.8511627906976744,,28326154500.0,1996000000.0,-4.893598803933321,0.08597368908652955,0.16107714162188871,1.1457943925233645,0.0,5.5421941890041095,203.49248922413796,124.62012538495381,108.6125555981595,40.54702905811623,5.5421941890041095,1.2065630397236615,0.15302032636701976,0.023987592624504568,0.4314742758322525,0.027235374682058305,0.038622648207312746,0.0,3.156691989376814,0.0,QCOM,4582000000.0,3.584089926502378,2519000000
898000000,1083500000,1804500000,3.1587239070500197,-0.02054614677694631,-2.5527156549520758,-21.485623003194885,-20.7923322683706,0.9117762898779047,5.863723608445298,2001-09-30,35.79121789560895,39.51946975973488,73.01782421634911,0.15114638447971782,0.17809642560266,,-0.0031763318838153353,22254625020.0,199.65393052590028,34.707774516531494,33.0923792118959,34.195797510755995,0.4209006170408298,0.0271193609041597,1.228173821714586,1.8718027699998978,-8.954727030625834,0.10317460317460317,189.15662650602408,0.0001089667848234213,2.5145833333333334,,23643625020.0,2198000000.0,-12.461198930615614,-0.04929762373637915,0.4414467638177761,2.2773584905660376,0.0,4.9134715336658354,-314.828562183755,36.874025296319395,35.15780672118959,36.330093761524274,4.9134715336658354,1.2325757575757577,0.1767055931161647,-0.014768928220255655,0.4272023106209794,-0.015606816292601829,0.00609827150903088,0.0,3.1587239070500197,0.0,QCOM,4228000000.0,3.3379283182355257,2534000000
906500000,1093000000,2025500000,3.398192731350175,-0.03020908911021699,-1.7161572052401755,-0.12008733624454154,-14.336244541484723,0.6365015500296815,8.281167108753316,2001-07-01,43.11148791860958,47.6896990250106,132.95766067621076,0.10508945631405246,0.11743012422360248,,-0.006366162725590051,29430076020.000004,424.1622855413352,-730.2748392059558,5350.922912727274,44.821925098994825,-0.026581360068597043,-0.0013258726503425264,1.3785370358155795,3.12386187747793,-0.028423772609819122,0.1123849227027966,581.25,-1.055339357562166e-05,2.0876106194690265,,30395076020.000004,2517000000.0,-13.908105615127408,-0.12763010355517446,0.003627729041619946,1.8872,0.0,5.899665376552795,-157.0804962273902,-754.2202486352362,5526.377458181819,46.29161745354859,5.899665376552795,0.6769072164948453,0.16356990557416998,-0.03786692759295499,0.4330848888595739,-0.0375582298136646,-0.0017286245353159851,0.0,3.398192731350175,0.0,QCOM,4505000000.0,3.370490073214168,2745000000
