symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName
RNW.TO,TransAlta Renewables Inc,4811183600,Utilities,Utilities Renewable,0.70207,18.06,0.93996,394729,Toronto,TSX
NG.TO,NovaGold Resources Inc,4793621500,Basic Materials,Gold,0.43178,14.53,0.0,499909,Toronto,TSX
TOU.TO,Tourmaline Oil Corp,4716917800,Energy,Oil & Gas E&P,1.98035,17.42,0.48,1262700,Toronto,TSX
KEY.TO,Keyera Corp,4641483300,Energy,Oil & Gas Midstream,2.53484,21.0,1.9,1082537,Toronto,TSX
REI-UN.TO,RioCan Real Estate Investment Trust,4632401400,Real Estate,REIT Retail,1.04313,14.58,1.56,1787899,Toronto,TSX
INE.TO,Innergex Renewable Energy Inc,4612000800,Utilities,Utilities Renewable,0.38434,26.47,0.71,387129,Toronto,TSX
AC.TO,Air Canada,4599398400,Industrials,Airlines,2.02943,15.52,0.0,4436444,Toronto,TSX
ALA.TO,AltaGas Ltd,4596130300,Utilities,Utilities Regulated Gas,1.64717,16.45,0.96,696783,Toronto,TSX
FCR.TO,First Capital Realty Inc.,4570426400,Real Estate,Real Estate Services,0.564615,20.86,0.88,826951,Toronto,TSX
ACO-X.TO,ATCO Ltd.,4553803300,Utilities,Utilities Diversified,0.738461,39.61,1.68,196672,Toronto,TSX
STN.TO,Stantec Inc,4498742300,Industrials,Engineering & Construction,0.85999,40.25,0.59,235848,Toronto,TSX
WFT.TO,West Fraser Timber Co Ltd,4414875100,Basic Materials,Lumber & Wood Production,2.43678,60.7,0.8,367495,Toronto,TSX
AGI.TO,Alamos Gold Inc,4403598800,Basic Materials,Gold,1.52851,11.25,0.06559,1103209,Toronto,TSX
BLX.TO,Boralex Inc,4400248800,Utilities,Utilities Renewable,0.66998,42.91,0.66,458754,Toronto,TSX
GRT-UN.TO,Granite Real Estate Investment Trust,4390497800,Real Estate,REIT Industrial,0.77518,75.91,2.859,152216,Toronto,TSX
AP-UN.TO,Allied Properties Real Estate Investment Trust,4371243500,Real Estate,REIT Office,0.5501,34.35,1.6185,302927,Toronto,TSX
IPB,Merrill Lynch & Co. Inc. 6.0518% Index Plus Trust Certificates Series 2003-1,4241600000,,,-0.078099,29.0,1.512,828,NYSE American,AMEX
ENGH.TO,Enghouse Systems Ltd,4146367490,Technology,Software Application,0.88105,75.0,0.465,143127,Toronto,TSX
DGC.TO,Detour Gold Corporation,4110991360,Basic Materials,Gold,0.227692,23.1,0.0,0,Toronto,TSX
BYD-UN.TO,Boyd Group Income Fund,4014426880,Consumer Cyclical,Personal Services,0.278461,202.0,0.59,40537,Toronto,TSX
SEB,Seaboard Corp,3935032580,Industrials,Conglomerates,0.59154,3389.99,9.0,1087,NYSE American,AMEX
CHP-UN.TO,Choice Properties Real Estate Investment Trust,3917777920,Real Estate,REIT Retail,0.42083,12.62,0.74004,464832,Toronto,TSX
CG.TO,Centerra Gold Inc,3840527870,Basic Materials,Gold,0.80528,13.04,0.07598,873912,Toronto,TSX
SNC.TO,SNC-Lavalin Group Inc,3835854850,Industrials,Engineering & Construction,1.18842,21.85,0.08,599330,Toronto,TSX
PBH.TO,Premium Brands Holdings Corp,3821003010,Consumer Defensive,Packaged Foods,0.94736,96.95,2.73,71240,Toronto,TSX
CIX.TO,CI Financial Corp,3742362110,Financial Services,Asset Management,1.31245,17.77,0.72,541329,Toronto,TSX
BB.TO,BlackBerry Ltd,3695246340,Technology,Software Infrastructure,0.9568,6.64,0.0,1788288,Toronto,TSX
PDF.TO,Purpose Core Dividend Fund Series ETF,3684100100,,,0.0,25.35,1.0200099999999999,2258,Toronto,TSX
FTT.TO,Finning International Inc,3629508350,Industrials,Industrial Distribution,1.41404,22.39,0.82,295240,Toronto,TSX
NG,NovaGold Resources Inc,3623697150,Basic Materials,Gold,0.43178,11.0,0.0,1977856,NYSE American,AMEX
XAW.TO,iShares Core MSCI All Country World ex Canada Index ETF,3593197570,,,0.0,28.89,0.525,42238,Toronto,TSX
CIGI.TO,Colliers International Group Inc,3583892480,Real Estate,Real Estate Services,1.56416,89.6,0.13111,72703,Toronto,TSX
CJT.TO,Cargojet Inc,3582498050,Industrials,Integrated Freight & Logistics,1.00407,229.69,0.936,61856,Toronto,TSX
SRU-UN.TO,SmartCentres Real Estate Investment Trust,3505985790,Real Estate,REIT Retail,1.18927,20.63,1.83336,509608,Toronto,TSX
BBU-UN.TO,Brookfield Business Partners LP,3459018500,Industrials,Conglomerates,1.49632,43.06,0.32778,86712,Toronto,TSX
OSB.TO,Norbord Inc,3332909820,Basic Materials,Lumber & Wood Production,2.63578,41.3,0.82935,247701,Toronto,TSX
LTSL,Ladenburg Thalmann Financial Services Inc 6.50% Senior Notes due 2027,3273672960,,,0.383355,16.65,1.624,7700,NYSE American,AMEX
DRG-UN.TO,Dream Global Real Estate Investment Trust,3268207360,Real Estate,REIT Office,0.84923,16.79,0.8400000000000003,6397056,Toronto,TSX
GEI.TO,Gibson Energy Inc,3239127300,Energy,Oil & Gas Midstream,1.5572,22.15,1.33,480303,Toronto,TSX
CRT-UN.TO,CT Real Estate Investment Trust,3237435140,Real Estate,REIT Retail,0.9883,14.15,0.77232,137988,Toronto,TSX
CPX.TO,Capital Power Corp,3221222400,Utilities,Utilities Independent Power Producers,0.68137,30.55,1.92,344179,Toronto,TSX
CEE.TO,Centamin PLC,3190845950,Basic Materials,Gold,0.8819,2.77,0.09186,24362,Toronto,TSX
PVG.TO,Pretium Resources Inc,3188511230,Basic Materials,Gold,1.3459,17.08,0.0,697262,Toronto,TSX
HSE.TO,Husky Energy Inc,3135974400,Energy,Oil & Gas Integrated,2.29511,3.12,0.3875,2235364,Toronto,TSX
XBB.TO,iShares Core Canadian Universe Bond Index ETF,3122574080,,,0.0,33.54,0.8729999999999998,106416,Toronto,TSX
ELD.TO,Eldorado Gold Corp,3109926140,Basic Materials,Gold,2.05426,17.86,0.0,1006574,Toronto,TSX
MFI.TO,Maple Leaf Foods Inc,3087245820,Consumer Defensive,Packaged Foods,0.17931,24.91,0.61,270224,Toronto,TSX
EQX,Equinox Gold Corp,3081347580,Basic Materials,Gold,1.02363,12.78,0.0,1612153,NYSE American,AMEX
FR.TO,First Majestic Silver Corp,3041272060,Basic Materials,Silver,1.57055,13.86,0.0,1481491,Toronto,TSX
SJ.TO,Stella-Jones Inc,3036968960,Basic Materials,Lumber & Wood Production,0.74715,45.0,0.72,193938,Toronto,TSX
XHB.TO,iShares Canadian HYBrid Corporate Bond Index ETF,2980759300,,,0.0,21.31,0.7840000000000003,8941,Toronto,TSX
MIC.TO,Genworth MI Canada Inc,2978346240,Financial Services,Insurance Specialty,1.52218,34.54,2.13,137777,Toronto,TSX
LNR.TO,Linamar Corp,2947180800,Consumer Cyclical,Auto Parts,1.35116,45.37,0.42,113845,Toronto,TSX
HR-UN.TO,H&R Real Estate Investment Trust,2920102660,Real Estate,REIT Diversified,1.68826,10.18,1.265,1049266,Toronto,TSX
WPK.TO,Winpak Ltd,2866499840,Consumer Cyclical,Packaging & Containers,0.07685,44.1,0.11665,70780,Toronto,TSX
LUG.TO,Lundin Gold Inc,2854275070,Basic Materials,Gold,1.17603,12.41,0.0,353814,Toronto,TSX
MX.TO,Methanex Corp,2838304510,Basic Materials,Chemicals,2.007692,37.25,1.498,306233,Toronto,TSX
TOY.TO,Spin Master Corp,2831520000,Consumer Cyclical,Leisure,2.41044,27.76,0.0,151038,Toronto,TSX
ASR.TO,Alacer Gold Corp,2765694720,Basic Materials,Gold,1.56252,9.47,0.0,1385471,Toronto,TSX
BCB.TO,Cott Corporation,2642227200,Consumer Defensive,Beverages Non-Alcoholic,0.670769,19.52,0.24,306567,Toronto,TSX
OR.TO,Osisko Gold Royalties Ltd,2627224830,Basic Materials,Gold,0.206153,15.86,0.2,621724,Toronto,TSX
AUP.TO,Aurinia Pharmaceuticals Inc,2579328510,Healthcare,Biotechnology,0.89275,20.43,0.0,153803,Toronto,TSX
ELF.TO,E-L Financial Corp Ltd,2558354690,Financial Services,Insurance Life,0.9159,670.0,5.0,741,Toronto,TSX
ATZ.TO,Aritzia Inc,2506885890,Consumer Cyclical,Apparel Retail,1.82027,22.9,0.0,242472,Toronto,TSX
NVU-UN.TO,Northview Apartment REIT,2499497980,Real Estate,REIT Residential,0.47379,36.05,1.6296,195902,Toronto,TSX
ZJG.TO,BMO Junior Gold Index ETF,2488643840,,,0.0,84.53,0.0,45003,Toronto,TSX
IMG.TO,Iamgold Corp,2454284030,Basic Materials,Gold,1.3115,5.18,0.0,1775222,Toronto,TSX
ARX.TO,ARC Resources Ltd,2420673540,Energy,Oil & Gas E&P,2.12674,6.85,0.48,1334827,Toronto,TSX
TA.TO,TransAlta Corp,2385539840,Utilities,Utilities Independent Power Producers,1.42047,8.7,0.165,589838,Toronto,TSX
CWB.TO,Canadian Western Bank,2376082690,Financial Services,Banks Regional,1.83891,27.28,1.14,293059,Toronto,TSX
TGZ.TO,Teranga Gold Corp,2352458240,Basic Materials,Gold,0.77946,14.04,0.0,466938,Toronto,TSX
AIF.TO,Altus Group Ltd (Ontario),2271872770,Real Estate,Real Estate Services,1.00523,56.53,0.6,156133,Toronto,TSX
TCN.TO,Tricon Residential Inc,2204537090,Real Estate,Real Estate Services,1.52502,11.45,0.27302,416914,Toronto,TSX
CSH-UN.TO,Chartwell Retirement Residences,2204453380,Real Estate,Real Estate Development,1.09404,10.31,0.603,347401,Toronto,TSX
MAG.TO,MAG Silver Corp,2194072580,Basic Materials,Silver,1.56626,23.27,0.0,240495,Toronto,TSX
XSB.TO,iShares Core Canadian Short Term Bond Index ETF,2169075970,,,0.0,28.28,0.6440000000000001,48254,Toronto,TSX
SPB.TO,Superior Plus Corp,2159520000,Utilities,Utilities Regulated Gas,1.24804,12.27,0.72,484330,Toronto,TSX
RCH.TO,Richelieu Hardware Ltd,2149292290,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1.1316,38.05,0.1933,116767,Toronto,TSX
SSL.TO,Sandstorm Gold Ltd,2120233220,Basic Materials,Gold,1.17293,11.1,0.0,488541,Toronto,TSX
TRQ.TO,Turquoise Hill Resources Ltd,2092802300,Basic Materials,Copper,1.80072,1.04,0.0,922948,Toronto,TSX
CRR-UN.TO,Crombie Real Estate Investment Trust,2089465220,Real Estate,REIT Diversified,0.65856,13.21,0.89004,152816,Toronto,TSX
NWH-UN.TO,NorthWest Healthcare Properties REIT,2043716610,Real Estate,REIT Healthcare Facilities,0.82762,11.63,0.80004,295766,Toronto,TSX
PSK.TO,Prairiesky Royalty Ltd,2020139900,Energy,Oil & Gas E&P,2.10939,8.7,0.71,697748,Toronto,TSX
FN.TO,First National Financial Corp,1996914430,Financial Services,Mortgage Finance,1.55615,33.3,1.92915,29977,Toronto,TSX
PXT.TO,Parex Resources Inc,1981020030,Energy,Oil & Gas E&P,2.13084,14.46,0.0,541740,Toronto,TSX
UFS.TO,Domtar Corp,1954529150,Basic Materials,Paper & Paper Products,1.86506,35.3,1.365,39346,Toronto,TSX
WDO.TO,Wesdome Gold Mines Ltd,1950156030,Basic Materials,Gold,0.93185,14.04,0.0,500025,Toronto,TSX
SMU-UN.TO,Summit Industrial Income REIT,1948353020,Real Estate,REIT Industrial,1.01947,12.75,0.54,418220,Toronto,TSX
LB-PJ.TO,Laurentian Bank of Canada,1935347580,Financial Services,Banks Regional,0.0,25.43,1.4625,10712,Toronto,TSX
MSI.TO,Morneau Shepell Inc,1929072900,Industrials,Staffing & Employment Services,0.75184,28.99,0.78,115045,Toronto,TSX
