date,symbol,fillingDate,acceptedDate,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,totalLiabilities,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalLiabilitiesAndStockholdersEquity,totalInvestments,totalDebt,netDebt,link,finalLink
1995-06-25,QCOM,,,Q3,65000000.0,21000000.0,86000000.0,69000000,32000000.0,10000000.0,197000000,153000000,0.0,0.0,0.0,12000000.0,0.0,37000000.0,202000000,47000000.0,399000000,68000000.0,0.0,0.0,0.0,8000000.0,78000000,29000000.0,0.0,0.0,3000000.0,32000000.0,3000000.0,110000000,0.0,-6000000.0,0.0,0.0,289000000.0,399000000,33000000.0,31000000.0,-34000000.0,,
1995-03-26,QCOM,,,Q2,27000000.0,64000000.0,91000000.0,73000000,20000000.0,7000000.0,191000000,137000000,0.0,0.0,0.0,12000000.0,0.0,27000000.0,177000000,34000000.0,368000000,48000000.0,0.0,0.0,0.0,9000000.0,59000000,27000000.0,0.0,0.0,3000000.0,30000000.0,3000000.0,89000000,0.0,-13000000.0,0.0,0.0,279000000.0,368000000,76000000.0,29000000.0,2000000.0,,
1994-12-25,QCOM,,,Q1,28000000.0,70000000.0,98000000.0,63000000,22000000.0,6000000.0,189000000,121000000,0.0,0.0,0.0,12000000.0,0.0,28000000.0,161000000,34000000.0,350000000,41000000.0,0.0,0.0,0.0,8000000.0,53000000,25000000.0,0.0,0.0,4000000.0,28000000.0,4000000.0,81000000,0.0,-19000000.0,0.0,0.0,269000000.0,350000000,82000000.0,29000000.0,1000000.0,,
1994-09-30,QCOM,,,Q4,45000000.0,92000000.0,137000000.0,63000000,16000000.0,5000000.0,221000000,114000000,0.0,0.0,0.0,0.0,0.0,24000000.0,137000000,29000000.0,358000000,59000000.0,0.0,0.0,0.0,6000000.0,69000000,24000000.0,0.0,0.0,3000000.0,27000000.0,3000000.0,96000000,0.0,-25000000.0,0.0,0.0,262000000.0,358000000,92000000.0,27000000.0,-18000000.0,,
1994-06-26,QCOM,,,Q3,34000000.0,113000000.0,147000000.0,47000000,19000000.0,6000000.0,219000000,107000000,0.0,0.0,0.0,0.0,0.0,12000000.0,119000000,18000000.0,338000000,42000000.0,0.0,0.0,0.0,5000000.0,50000000,23000000.0,0.0,0.0,4000000.0,27000000.0,4000000.0,77000000,0.0,-24000000.0,0.0,0.0,261000000.0,338000000,113000000.0,27000000.0,-7000000.0,,
1994-03-27,QCOM,,,Q2,62000000.0,107000000.0,169000000.0,47000000,19000000.0,4000000.0,239000000,79000000,0.0,0.0,0.0,0.0,0.0,10000000.0,89000000,14000000.0,328000000,39000000.0,0.0,0.0,0.0,6000000.0,50000000,23000000.0,0.0,0.0,3000000.0,27000000.0,3000000.0,77000000,0.0,-30000000.0,0.0,0.0,251000000.0,328000000,107000000.0,28000000.0,-34000000.0,,
1993-12-26,QCOM,,,Q1,48000000.0,123000000.0,171000000.0,37000000,18000000.0,1000000.0,227000000,73000000,0.0,0.0,0.0,0.0,0.0,11000000.0,84000000,12000000.0,311000000,30000000.0,0.0,0.0,0.0,6000000.0,40000000,24000000.0,0.0,0.0,3000000.0,28000000.0,3000000.0,68000000,0.0,-36000000.0,0.0,0.0,243000000.0,311000000,123000000.0,29000000.0,-19000000.0,,
1993-09-30,QCOM,,,Q4,97000000.0,95000000.0,192000000.0,34000000,14000000.0,2000000.0,242000000,62000000,0.0,0.0,0.0,0.0,0.0,3000000.0,65000000,4000000.0,307000000,29000000.0,0.0,0.0,0.0,6000000.0,41000000,25000000.0,0.0,0.0,4000000.0,29000000.0,4000000.0,70000000,0.0,-41000000.0,0.0,0.0,237000000.0,307000000,95000000.0,31000000.0,-66000000.0,,
1993-06-27,QCOM,,,Q3,29000000.0,18000000.0,47000000.0,29000000,13000000.0,2000000.0,91000000,51000000,0.0,0.0,0.0,0.0,0.0,3000000.0,54000000,5000000.0,145000000,26000000.0,0.0,0.0,0.0,9000000.0,40000000,24000000.0,0.0,0.0,5000000.0,29000000.0,5000000.0,69000000,0.0,-48000000.0,0.0,0.0,76000000.0,145000000,18000000.0,29000000.0,0.0,,
1993-03-28,QCOM,,,Q2,31000000.0,18000000.0,49000000.0,27000000,9000000.0,1000000.0,86000000,47000000,0.0,0.0,0.0,0.0,0.0,3000000.0,51000000,5000000.0,137000000,22000000.0,0.0,0.0,0.0,11000000.0,39000000,24000000.0,0.0,0.0,4000000.0,28000000.0,4000000.0,67000000,0.0,-54000000.0,0.0,0.0,70000000.0,137000000,18000000.0,30000000.0,-1000000.0,,
1992-12-27,QCOM,,,Q1,25000000.0,25000000.0,50000000.0,29000000,8000000.0,0.0,87000000,22000000,0.0,0.0,0.0,0.0,0.0,1000000.0,24000000,2000000.0,111000000,18000000.0,0.0,0.0,0.0,10000000.0,33000000,6000000.0,0.0,0.0,4000000.0,10000000.0,4000000.0,43000000,0.0,-54000000.0,0.0,0.0,68000000.0,111000000,25000000.0,10000000.0,-15000000.0,,
1992-09-27,QCOM,,,Q4,40000000.0,14000000.0,54000000.0,25000000,7000000.0,1000000.0,87000000,20000000,0.0,0.0,0.0,0.0,0.0,1000000.0,21000000,2000000.0,108000000,16000000.0,0.0,0.0,0.0,9000000.0,30000000,6000000.0,0.0,0.0,4000000.0,10000000.0,4000000.0,40000000,0.0,-53000000.0,0.0,0.0,69000000.0,108000000,14000000.0,10000000.0,-30000000.0,,
1992-06-28,QCOM,,,Q3,39000000.0,10000000.0,50000000.0,25000000,7000000.0,0.0,82000000,19000000,0.0,0.0,0.0,0.0,0.0,2000000.0,21000000,3000000.0,103000000,8000000.0,0.0,0.0,0.0,7000000.0,27000000,7000000.0,0.0,0.0,2000000.0,8000000.0,2000000.0,35000000,0.0,-52000000.0,0.0,0.0,67000000.0,103000000,10000000.0,10000000.0,-29000000.0,,
1992-03-29,QCOM,,,Q2,45000000.0,4000000.0,49000000.0,24000000,6000000.0,1000000.0,80000000,18000000,0.0,0.0,0.0,0.0,0.0,1000000.0,20000000,2000000.0,100000000,7000000.0,0.0,0.0,0.0,5000000.0,23000000,7000000.0,0.0,0.0,2000000.0,10000000.0,2000000.0,33000000,0.0,-51000000.0,0.0,0.0,67000000.0,100000000,4000000.0,10000000.0,-35000000.0,,
1991-12-31,QCOM,,,Q1,64000000.0,0.0,64000000.0,17000000,7000000.0,1000000.0,89000000,17000000,0.0,0.0,0.0,0.0,0.0,1000000.0,19000000,2000000.0,108000000,9000000.0,0.0,0.0,0.0,8000000.0,27000000,11000000.0,0.0,0.0,2000000.0,12000000.0,2000000.0,39000000,0.0,-50000000.0,0.0,0.0,69000000.0,108000000,0.0,14000000.0,-50000000.0,,
1991-09-29,QCOM,,,Q4,0.0,0.0,0.0,17000000,6000000.0,0.0,23000000,17000000,0.0,0.0,0.0,0.0,0.0,2000000.0,19000000,3000000.0,42000000,14000000.0,1000000.0,0.0,0.0,7000000.0,26000000,12000000.0,0.0,0.0,2000000.0,13000000.0,2000000.0,39000000,0.0,-48000000.0,0.0,0.0,3000000.0,42000000,0.0,17000000.0,17000000.0,,
