dividendYielTTM,dividendYielPercentageTTM,peRatioTTM,pegRatioTTM,payoutRatioTTM,currentRatioTTM,quickRatioTTM,cashRatioTTM,daysOfSalesOutstandingTTM,daysOfInventoryOutstandingTTM,operatingCycleTTM,daysOfPayablesOutstandingTTM,cashConversionCycleTTM,grossProfitMarginTTM,operatingProfitMarginTTM,pretaxProfitMarginTTM,netProfitMarginTTM,effectiveTaxRateTTM,returnOnAssetsTTM,returnOnEquityTTM,returnOnCapitalEmployedTTM,netIncomePerEBTTTM,ebtPerEbitTTM,ebitPerRevenueTTM,debtRatioTTM,debtEquityRatioTTM,longTermDebtToCapitalizationTTM,totalDebtToCapitalizationTTM,interestCoverageTTM,cashFlowToDebtRatioTTM,companyEquityMultiplierTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,fixedAssetTurnoverTTM,assetTurnoverTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,operatingCashFlowSalesRatioTTM,freeCashFlowOperatingCashFlowRatioTTM,cashFlowCoverageRatiosTTM,shortTermCoverageRatiosTTM,capitalExpenditureCoverageRatioTTM,dividendPaidAndCapexCoverageRatioTTM,priceBookValueRatioTTM,priceToBookRatioTTM,priceToSalesRatioTTM,priceEarningsRatioTTM,priceToFreeCashFlowsRatioTTM,priceToOperatingCashFlowsRatioTTM,priceCashFlowRatioTTM,priceEarningsToGrowthRatioTTM,priceSalesRatioTTM,dividendYieldTTM,enterpriseValueMultipleTTM,priceFairValueTTM
0.0011773146189363699,0.117731461893637,100.41305989967543,68.54806488243928,0.11821776335202125,6.091701244813278,5.421161825726141,1.35850622406639,58.221201683888246,105.32749742533471,119.68341016930717,67.13594232749743,17.056423105103477,0.6283964791427478,0.27125908916953695,0.27286643704554153,0.2593953310371221,0.04936886395511921,0.13459094519459888,0.24356762972545637,0.15656565656565657,0.9506311360448808,1.0,0.27286643704554153,0.4474185861795075,0.8096880839442289,0.3334291463064099,,34.61165048543689,,1.8096880839442289,6.269193857965451,5.436730123180292,3.465381870092791,4.902439024390244,0.5188641779189833,2.619808306709265,2.4552715654952078,17.54153354632588,0.12552621507845388,0.9371951219512196,,,-15.922330097087379,-15.922330196022246,24.457370993244215,24.457370993244215,26.046678913126673,100.41305989967543,221.4052439817827,207.49991463414636,207.49991463414636,68.54806488243928,26.046678913126673,0.0011773146189363699,78.58941283984464,24.457370993244215
