dividendYielTTM,dividendYielPercentageTTM,peRatioTTM,pegRatioTTM,payoutRatioTTM,currentRatioTTM,quickRatioTTM,cashRatioTTM,daysOfSalesOutstandingTTM,daysOfInventoryOutstandingTTM,operatingCycleTTM,daysOfPayablesOutstandingTTM,cashConversionCycleTTM,grossProfitMarginTTM,operatingProfitMarginTTM,pretaxProfitMarginTTM,netProfitMarginTTM,effectiveTaxRateTTM,returnOnAssetsTTM,returnOnEquityTTM,returnOnCapitalEmployedTTM,netIncomePerEBTTTM,ebtPerEbitTTM,ebitPerRevenueTTM,debtRatioTTM,debtEquityRatioTTM,longTermDebtToCapitalizationTTM,totalDebtToCapitalizationTTM,interestCoverageTTM,cashFlowToDebtRatioTTM,companyEquityMultiplierTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,fixedAssetTurnoverTTM,assetTurnoverTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,operatingCashFlowSalesRatioTTM,freeCashFlowOperatingCashFlowRatioTTM,cashFlowCoverageRatiosTTM,shortTermCoverageRatiosTTM,capitalExpenditureCoverageRatioTTM,dividendPaidAndCapexCoverageRatioTTM,priceBookValueRatioTTM,priceToBookRatioTTM,priceToSalesRatioTTM,priceEarningsRatioTTM,priceToFreeCashFlowsRatioTTM,priceToOperatingCashFlowsRatioTTM,priceCashFlowRatioTTM,priceEarningsToGrowthRatioTTM,priceSalesRatioTTM,dividendYieldTTM,enterpriseValueMultipleTTM,priceFairValueTTM
0.027074688796680495,2.7074688796680495,9.296514329976763,7.708549492417558,0.25170023237800154,1.6635763386396527,0.6097594066570188,0.15177279305354557,33.369612538093165,99.67737660501827,107.9055002445481,55.455147838379084,2.492447972184337,0.5652129375912315,0.31487362032318367,0.32853594202156267,0.28101872006965606,0.14463325278665523,0.1510866646932074,0.29437722992730103,0.20834923547897263,0.8553667472133447,1.0,0.32853594202156267,0.4867583177866048,0.948399817581887,0.32599242403695766,0.32904956037330024,43.56196943972835,0.27043732735278836,1.9483998175818869,10.938095238095238,6.581895716224074,3.661813868219562,1.31911156152352,0.5376391460887644,2.3359319631467046,1.233640444129459,1.4984644460193717,0.12661015647007606,0.5281148867313916,0.27043732735278836,19.61904761904762,-2.119159879982855,-2.1191598805755474,2.7366821364380183,2.7366821364380183,2.612494558119286,9.296514329976763,39.07135197242436,20.634162621359224,20.634162621359224,7.708549492417558,2.612494558119286,0.027074688796680495,6.1927379989036515,2.7366821364380183
