symbol,name,price,exchange
MTINX,MainStay Income Builder Fund Investor Class,19.23,Nasdaq
MTXVX,MainStay Income Builder Fund Class R3,19.21,Nasdaq
GETGX,Victory Sycamore Established Value Fund Class R,36.29,Nasdaq
VEVCX,Victory Sycamore Established Value Fund Class C,36.15,Nasdaq
SIUPX,Guggenheim Investment Grade Bond Fund Class P,20.54,Nasdaq
SIUSX,Guggenheim Investment Grade Bond Fund Class A,20.52,Nasdaq
GIUSX,Guggenheim Investment Grade Bond Fund Institutional Class,20.49,Nasdaq
SDICX,Guggenheim Investment Grade Bond Fund Class C,20.43,Nasdaq
QGRNX,Invesco Oppenheimer Global Allocation Fund Class R,18.93,Nasdaq
SEVIX,SEI Institutional Managed Trust U.S. Managed Volatility Fund Class I,16.37,Nasdaq
QGRCX,Invesco Oppenheimer Global Allocation Fund Class C,18.29,Nasdaq
CFAIX,Calvert Conservative Allocation Fund Class I,18.58,Nasdaq
CCLAX,Calvert Conservative Allocation Fund Class A,18.57,Nasdaq
SBFCX,Victory INCORE Investment Grade Convertible Fund Class A,17.61,Nasdaq
HAOYX,The Hartford International Opportunities Fund Class Y,18.42,Nasdaq
IVWAX,IVA Worldwide Fund Class A,15.21,Nasdaq
VGIVX,Vanguard Emerging Markets Government Bond Index Fund Institutional Shares,31.96,Nasdaq
JBFRX,John Hancock Bond Fund Class R4,16.77,Nasdaq
JHNBX,John Hancock Bond Fund Class A,16.75,Nasdaq
CDICX,Calvert Short Duration Income Fund Class C,16.2,Nasdaq
DAINX,Dunham International Stock Fund Class A,16.03,Nasdaq
JMBRX,JPMorgan SmartRetirement Blend 2045 Fund Class R5,24.98,Nasdaq
JMYAX,JPMorgan SmartRetirement Blend 2045 Fund Class R6,25.0,Nasdaq
FTSDX,Fidelity Advisor Strategic Dividend & Income Fund Class M,15.26,Nasdaq
FASDX,Fidelity Advisor Strategic Dividend & Income Fund Class A,15.27,Nasdaq
FSIDX,Fidelity Advisor Strategic Dividend & Income Fund I Class,15.33,Nasdaq
FSDIX,Fidelity Strategic Dividend & Income Fund,15.38,Nasdaq
RYPDX,Rydex Consumer Products Fund Class A,58.84,Nasdaq
ABLOX,Alger Balanced Portfolio Class I-2,16.29,Nasdaq
SIIEX,Touchstone International Equity Fund Class Y,14.83,Nasdaq
RYCPX,Rydex Consumer Products Fund Class C,49.04,Nasdaq
SWRLX,Touchstone International Equity Fund Class A,15.02,Nasdaq
SLVIX,Columbia Select Large Cap Value Fund Institutional 2 Class,25.26,Nasdaq
EGOAX,Wells Fargo Large Cap Core Fund - Class A,16.38,Nasdaq
EGOHX,Wells Fargo Large Cap Core Fund - Class R,16.37,Nasdaq
WFLLX,Wells Fargo Large Cap Core Fund - Class Admin,16.65,Nasdaq
BIECX,Brandes International Equity Fund Class C,13.44,Nasdaq
WPLCX,WP Large Cap Income Plus Fund Institutional Class,11.32,Nasdaq
HCYAX,Hilton Tactical Income Fund Investor Class,16.14,Nasdaq
HCYIX,Hilton Tactical Income Fund Institutional Class,16.16,Nasdaq
FCRSX,Fidelity Advisor Managed Retirement 2015 Fund Class C,53.03,Nasdaq
JOBBX,JPMorgan SmartRetirement Blend 2040 Fund Class R5,24.79,Nasdaq
OMOIX,Vivaldi Multi-Strategy Fund Class I,24.56,Nasdaq
LOGBX,Scharf Multi-Asset Opportunity Fund Retail Class,34.14,Nasdaq
FDIGX,Fidelity Advisor Consumer Staples Fund I Class,90.51,Nasdaq
FDFAX,Fidelity Select Consumer Staples Portfolio,90.73,Nasdaq
FPACX,FPA Crescent Fund,31.97,Nasdaq
ITTAX,Hartford Multi-Asset Income and Growth Fund Class A,20.12,Nasdaq
IHAYX,Hartford Multi-Asset Income and Growth Fund Class Y,20.48,Nasdaq
FDCGX,Fidelity Advisor Consumer Staples Fund Class C,86.73,Nasdaq
FGFRX,Federated International Leaders Fund Class R,35.86,Nasdaq
FGRSX,Federated International Leaders Fund Class R6 Shares,36.11,Nasdaq
FGFAX,Federated International Leaders Fund Class A Shares,36.08,Nasdaq
FSPSX,Fidelity International Index Fund,40.78,Nasdaq
SSIZX,Sierra Tactical Core Income Fund Class A,21.6,Nasdaq
CYYYX,Columbia Thermostat Fund Institutional 3 Class,18.14,Nasdaq
CTORX,Columbia Thermostat Fund Advisor Class,18.14,Nasdaq
RSMRX,RBC SMID Cap Growth Fund Class R6,15.65,Nasdaq
FCSDX,Fidelity Advisor Strategic Dividend & Income Fund Class C,15.21,Nasdaq
JRBYX,JPMorgan SmartRetirement Blend 2030 Fund Class R6,23.24,Nasdaq
JPBRX,JPMorgan SmartRetirement Blend 2035 Fund Class R5,24.26,Nasdaq
JPYRX,JPMorgan SmartRetirement Blend 2035 Fund Class R6,24.27,Nasdaq
LKBAX,LKCM Balanced Fund,25.96,Nasdaq
PALRX,PGIM Balanced Fund- Class R,16.21,Nasdaq
JDVAX,JPMorgan Diversified Fund Class A,16.85,Nasdaq
CDSIX,Calvert Short Duration Income Fund Class I,16.37,Nasdaq
JPDVX,JPMorgan Diversified Fund Class L,16.93,Nasdaq
JDVSX,JPMorgan Diversified Fund Class I,16.96,Nasdaq
GILHX,Guggenheim Limited Duration Fund Institutional Class,25.57,Nasdaq
VWENX,Vanguard Wellington Fund Admiral Shares,76.66,Nasdaq
PTIMX,Performance Trust Municipal Bond Fund - Institutional Class,25.31,Nasdaq
PTRMX,Performance Trust Municipal Bond Fund - A Class,25.33,Nasdaq
FJSCX,Fidelity Japan Smaller Companies Fund,17.05,Nasdaq
OMOAX,Vivaldi Multi-Strategy Fund Class A,24.1,Nasdaq
VWELX,Vanguard Wellington Fund Investor Shares,44.39,Nasdaq
PARJX,T. Rowe Price Retirement 2025 Fund Advisor Class,18.65,Nasdaq
TRRHX,T. Rowe Price Retirement 2025 Fund,18.72,Nasdaq
DHLSX,Diamond Hill Long Short Fund Class I,24.2,Nasdaq
DIAYX,Diamond Hill Long-Short Fund Class Y,24.33,Nasdaq
FFTMX,Fidelity Advisor Asset Manager 50% Fund Class M,19.59,Nasdaq
PPIPX,T. Rowe Price Personal Strategy Income Fund I Class,20.86,Nasdaq
BSPIX,iShares S&P 500 Index Fund Institutional Shares,407.43,Nasdaq
MRAGX,Meridian Growth Fund A Class,39.42,Nasdaq
BSPAX,iShares S&P 500 Index Fund Investor A Shares,407.31,Nasdaq
MSGCX,Meridian Small Cap Growth Fund Class C,15.78,Nasdaq
MIJFX,Matthews Japan Fund Institutional Class,24.69,Nasdaq
LISIX,Lazard International Strategic Equity Portfolio Institutional Shares,14.88,Nasdaq
SMMOX,Western Asset Managed Municipals Fund Class 1,16.1,Nasdaq
SHMMX,Western Asset Managed Municipals Fund Class A,16.15,Nasdaq
SMMCX,Western Asset Managed Municipals Fund Class C,16.16,Nasdaq
FLCSX,Fidelity Large Cap Stock Fund,30.96,Nasdaq
FLCCX,Fidelity Advisor Large Cap Fund Class C,25.53,Nasdaq
FALAX,Fidelity Advisor Large Cap Fund Class A,29.06,Nasdaq
PRWCX,T. Rowe Price Capital Appreciation Fund,34.1,Nasdaq
TRAIX,T. Rowe Price Capital Appreciation Fund I Class,34.16,Nasdaq
MJFOX,Matthews Japan Fund Investor Class,24.64,Nasdaq
NHCCX,Nuveen High Yield Municipal Bond Fund Class C,16.76,Nasdaq
NHMCX,Nuveen High Yield Municipal Bond Fund Class C2,16.77,Nasdaq
NHMAX,Nuveen High Yield Municipal Bond Fund Class A,16.78,Nasdaq
NHMRX,Nuveen High Yield Municipal Bond Fund Class I,16.78,Nasdaq
NHMFX,Nuveen High Yield Municipal Bond Fund Class R6,16.8,Nasdaq
FIDLX,Fidelity Advisor Large Cap Fund Class Z,30.82,Nasdaq
FALIX,Fidelity Advisor Large Cap Fund I Class,30.83,Nasdaq
FETKX,Fidelity Equity Dividend Income Fund Class K,22.47,Nasdaq
FVDKX,Fidelity Value Discovery Fund Class K,28.62,Nasdaq
PACLX,T. Rowe Price Capital Appreciation Fund Advisor Class,33.65,Nasdaq
MSGAX,Meridian Small Cap Growth Fund A Class,16.37,Nasdaq
MSGGX,Meridian Small Cap Growth Fund Legacy Class,16.82,Nasdaq
MSGRX,Meridian Small Cap Growth Fund Institutional Class,16.92,Nasdaq
NRIAX,Nuveen Real Asset Income Fund Class A,21.44,Nasdaq
NRIIX,Nuveen Real Asset Income Fund Class I,21.44,Nasdaq
NRICX,Nuveen Real Asset Income Fund Class C,21.45,Nasdaq
NRIFX,Nuveen Real Asset Income Fund Class R6,21.55,Nasdaq
JHQCX,JPMorgan Hedged Equity Fund Class C,22.86,Nasdaq
LEVIX,Lazard US Equity Concentrated Portfolio Institutional Shares,17.13,Nasdaq
LEVOX,Lazard US Equity Concentrated Portfolio Open Shares,17.23,Nasdaq
JHQPX,JPMorgan Hedged Equity Fund Class R5,23.12,Nasdaq
JHQRX,JPMorgan Hedged Equity Fund Class R6,23.13,Nasdaq
FTRVX,Fidelity Advisor Managed Retirement 2020 Fund Class M,51.57,Nasdaq
BIEAX,Brandes International Equity Fund A,13.69,Nasdaq
BIIEX,Brandes International Equity Fund Class I,13.75,Nasdaq
USBLX,USAA Growth and Tax Strategy Fund,22.45,Nasdaq
MXXVX,Matthew 25 Fund,32.63,Nasdaq
GMOKX,GMO Risk Premium Fund Class VI,25.73,Nasdaq
BVEFX,Becker Value Equity Fund Retail Class,17.13,Nasdaq
BVEIX,Becker Value Equity Fund Institutional Class,17.19,Nasdaq
GMRPX,GMO Risk Premium Fund Class III,25.94,Nasdaq
FAMFX,FAM Small Cap Fund Investor Class,17.68,Nasdaq
RYCIX,Rydex Consumer Products Fund Class Investor,65.07,Nasdaq
VTMFX,Vanguard Tax-Managed Balanced Fund Admiral Shares,36.04,Nasdaq
JOBEX,JPMorgan SmartRetirement Blend 2040 Fund Class I,24.8,Nasdaq
VGENX,Vanguard Energy Fund Investor Shares,28.95,Nasdaq
VGELX,Vanguard Energy Fund Admiral Shares,54.33,Nasdaq
FANIX,Fidelity Advisor Energy Fund I Class,15.17,Nasdaq
FAGNX,Fidelity Advisor Energy Fund Class M,14.71,Nasdaq
FSENX,Fidelity Select Energy Portfolio,18.49,Nasdaq
RYOIX,Rydex Biotechnology Fund Class Investor,92.71,Nasdaq
PRHSX,T. Rowe Price Health Sciences Fund,95.56,Nasdaq
THISX,T. Rowe Price Health Sciences Fund I Class,95.64,Nasdaq
JFNSX,Janus Henderson Global Life Sciences Fund Class S,66.43,Nasdaq
JAGLX,Janus Henderson Global Life Sciences Fund Class T,68.67,Nasdaq
JNGLX,Janus Henderson Global Life Sciences Fund Class D,69.04,Nasdaq
JFNIX,Janus Henderson Global Life Sciences Fund Class I,69.19,Nasdaq
JFNAX,Janus Henderson Global Life Sciences Fund Class A,67.74,Nasdaq
JFNCX,Janus Henderson Global Life Sciences Fund Class C,61.2,Nasdaq
FBTTX,Fidelity Advisor Biotechnology Fund Class M,30.27,Nasdaq
FBTAX,Fidelity Advisor Biotechnology Fund Class A,32.33,Nasdaq
DDDAX,13D Activist Fund Class A,21.4,Nasdaq
DDDIX,13D Activist Fund Class I,21.96,Nasdaq
DDDCX,13D Activist Fund Class C,20.91,Nasdaq
ADKSX,Adirondack Small Cap Fund,14.38,Nasdaq
GMDZX,GuideStone Funds Medium-Duration Bond Fund Investor Class,15.91,Nasdaq
MRIGX,Meridian Growth Fund Investor Class,40.61,Nasdaq
KCCB,KraneShares CCBS China Corporate High Yield Bond USD Index ETF,40.135,NYSEArca
REVS,Columbia Research Enhanced Value ETF,19.3724,NYSEArca
LOUP,Innovator Loup Frontier Tech ETF,37.7598,NYSEArca
UCON,First Trust TCW Unconstrained Plus Bond ETF,26.26,NYSEArca
VRT,Vertiv Holdings Co,18.51,NYSE
KOMP,SPDR S&P Kensho New Economies Composite ETF,46.28,NYSEArca
TFII,TFI International Inc,49.12,NYSE
AAAU,Perth Mint Physical Gold ETF,19.02,NYSEArca
AIIQ,AI Powered International Equity ETF,28.2355,NYSEArca
AOIL,Aberdeen Standard Bloomberg WTI Crude Oil Strategy K-1 Free ETF,21.78,NYSEArca
ARKF,ARK Fintech Innovation ETF,42.64,NYSEArca
ABEQ,Absolute Core Strategy ETF,23.73,NYSEArca
AMOM,QRAFT AI-Enhanced U.S. Large Cap Momentum ETF,36.7832,NYSEArca
ACEL,Accel Entertainment Inc,10.67,NYSE
ALUS,Alussa Energy Acquisition Corp,9.9,NYSE
AFSM,First Trust Active Factor Small Cap ETF,19.1143,NYSEArca
AFMC,First Trust Active Factor Mid Cap ETF,18.8381,NYSEArca
AIO,Allianzgi Artificial Intelligence & Technology Opportunities Fund,22.83,NYSE
ACSG,Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF,28.2363,NYSEArca
OIBR-C,Oi S.A.,1.45,NYSE
AFLG,First Trust Active Factor Large Cap ETF,20.7276,NYSEArca
AUSF,Global X Adaptive U.S. Factor ETF,22.9283,NYSEArca
BILL,Bill.com Holdings Inc,112.86,NYSE
AVDV,Avantis International Small Cap Value ETF,48.4,NYSEArca
RFL,Rafael Holdings Inc,17.2,NYSE
BKR,Baker Hughes Co,13.63,NYSE
AWTM,Aware Ultra-Short Duration Enhanced Income ETF,49.645,NYSEArca
BOUT,Innovator IBD Breakout Opportunities ETF,25.3046,NYSEArca
BRBR,Bellring Brands Inc,21.18,NYSE
BMEZ,BlackRock Health Sciences Trust II,24.68,NYSE
BRK-A,Berkshire Hathaway Inc,315375.0,NYSE
GLDM,SPDR Gold MiniShares,19.02,NYSEArca
IDNA,iShares Genomics Immunology and Healthcare ETF,40.2,NYSEArca
IHYD,Invesco Corporate Income Defensive ETF,25.095,NYSEArca
J,Jacobs Engineering Group Inc,97.96,NYSE
CHIU,Global X MSCI China Utilities ETF,13.9295,NYSEArca
EMNT,PIMCO Enhanced Short Maturity Active ESG Exchange-Traded Fund,100.845,NYSEArca
CHIS,Global X MSCI China Consumer Staples ETF,29.92,NYSEArca
CHIR,Global X MSCI China Real Estate ETF,16.495,NYSEArca
INDS,Pacer Benchmark Industrial Real Estate SCTR ETF,34.85,NYSEArca
CHIL,Global X MSCI China Large-Cap 50 ETF,35.8671,NYSEArca
CHIK,Global X MSCI China Information Technology ETF,28.25,NYSEArca
CHIH,Global X MSCI China Health Care ETF,24.27,NYSEArca
DMRE,DeltaShares S&P EM 100 & Managed Risk ETF,48.1668,NYSEArca
IHYV,Invesco Corporate Income Value ETF,24.835,NYSEArca
GLEO,Galileo Acquisition Corp,9.9,NYSE
IQIN,IQ 500 International ETF,25.0749,NYSEArca
JAGG,JPMorgan U.S. Aggregate Bond ETF,27.84,NYSEArca
GBUG,iPath Gold ETN,31.5039,NYSEArca
FLLA,Franklin FTSE Latin America ETF,18.9326,NYSEArca
GBUY,Goldman Sachs Motif New Age Consumer ETF,87.0578,NYSEArca
IDRV,iShares Self-Driving EV and Tech ETF,35.205,NYSEArca
EWCO,Invesco S&P 500 Equal Weight Communication Services ETF,26.72,NYSEArca
IMFC,Invesco Multi-Factor Core Fixed Income ETF,24.88,NYSEArca
IMFP,Invesco Multi-Factor Core Plus fixed Income ETF,24.965,NYSEArca
EMSG,Xtrackers MSCI Emerging Markets ESG Leaders Equity ETF,29.88,NYSEArca
GLIF,AGFiQ Global Infrastructure ETF,23.368,NYSEArca
DNK,Phoenix Tree Holdings Ltd,2.6,NYSE
EIC,Eagle Point Income Company Inc,13.18,NYSE
FOVL,iShares Focused Value Factor ETF,34.5509,NYSEArca
IG,Principal Investment Grade Corporate Active ETF,27.035,NYSEArca
HIBL,Direxion Daily S&P 500 High Beta Bull 3X Shares,115.15,NYSEArca
IJAN,Innovator MSCI EAFE Power Buffer ETF January,24.1604,NYSEArca
HIBS,Direxion Daily S&P 500 High Beta Bear 3X Shares,4.66,NYSEArca
FFEU,Barclays ETN+ FI Enhanced Europe 50 ETN Series C,75.5294,NYSEArca
IQSI,IQ Candriam ESG International Equity ETF,24.2944,NYSEArca
EINC,VanEck Vectors Energy Income ETF,36.0636,NYSEArca
HAUZ,Xtrackers International Real Estate ETF,24.12,NYSEArca
FLSP,Franklin Liberty Systematic Style Premia ETF,22.125,NYSEArca
FJNK,Pacific Global Focused High Yield ETF,23.8043,NYSEArca
FLSA,Franklin FTSE Saudi Arabia ETF,25.9926,NYSEArca
IQSU,IQ Candriam ESG US Equity ETF,29.6569,NYSEArca
IHAK,iShares Cybersecurity and Tech ETF,33.77,NYSEArca
DBEH,iM DBi Long Short Hedge Strategy ETF,27.4832,NYSEArca
EJUL,Innovator MSCI Emerging Markets Power Buffer ETF - July,25.685,NYSEArca
IIGD,Invesco Investment Grade Defensive ETF,27.35,NYSEArca
HYGV,FlexShares High Yield Value-Scored Bond Index Fund,46.8599,NYSEArca
FINV,FinVolution Group,2.21,NYSE
BRMK,Broadmark Realty Capital Inc,10.02,NYSE
GDAT,Goldman Sachs Motif Data-Driven World ETF,71.9913,NYSEArca
HTAB,Hartford Schroders Tax-Aware Bond ETF,21.6,NYSEArca
JHCS,John Hancock Multifactor Media and Communications ETF,30.047,NYSEArca
EPAC,Enerpac Tool Group Corp,19.49,NYSE
IIGV,Invesco Investment Grade Value ETF,28.18,NYSEArca
FISR,SPDR SSGA Fixed Income Sector Rotation ETF,31.9943,NYSEArca
JHEM,John Hancock Multifactor Emerging Markets ETF,25.43,NYSEArca
FLZA,Franklin FTSE South Africa ETF,20.13,NYSEArca
EAGG,iShares ESG U.S. Aggregate Bond ETF,56.2839,NYSEArca
CMDY,iShares Bloomberg Roll Select Broad Commodity ETF,43.1136,NYSEArca
FITE,SPDR S&P Kensho Future Security ETF,38.6627,NYSEArca
BUL,Pacer US Cash Cows Growth ETF,28.9683,NYSEArca
GFIN,Goldman Sachs Motif Finance Reimagined ETF,66.949,NYSEArca
CSPR,Casper Sleep Inc,7.79,NYSE
FDHY,Fidelity High Yield Factor ETF,54.51,NYSEArca
JIGB,JPMorgan Corporate Bond Research Enhanced ETF,57.15,NYSEArca
ECLN,First Trust EIP Carbon Impact ETF,21.82,NYSEArca
FUMB,First Trust Ultra Short Duration Municipal ETF,20.13,NYSEArca
DBMF,iM DBi Managed Futures Strategy ETF,24.6053,NYSEArca
HTEC,Robo Global Healthcare Technology and Innovation ETF,36.93,NYSEArca
GBDV,Global Beta Smart Income ETF,15.6433,NYSEArca
FIVG,Defiance 5G Next Gen Connectivity ETF,29.81,NYSEArca
DBLV,AdvisorShares DoubleLine Value Equity ETF,71.6013,NYSEArca
IDY,Pacific Global International Equity Income ETF,22.5,NYSEArca
GAZ,iPath Series B Bloomberg Natural Gas Subindex Total ReturnSM ETN,19.872,NYSEArca
JIH,Juniper Industrial Holdings Inc,10.14,NYSE
FSMD,Fidelity Small-Mid Factor ETF,25.1778,NYSEArca
GDMA,Gadsden Dynamic Multi-Asset ETF New,29.3535,NYSEArca
DMDV,AAM S&P Developed Markets High Dividend Value ETF,19.7178,NYSEArca
FSMB,First Trust Short Duration Managed Municipal ETF,20.625,NYSEArca
IRBO,iShares Robotics and Artificial Intelligence ETF,34.17,NYSEArca
IBDT,iShares iBonds Dec 2028 Term Corporate ETF,29.12,NYSEArca
IBDU,iShares iBonds Dec 2029 Term Corporate ETF,27.055,NYSEArca
IJUL,Innovator MSCI EAFE Power Buffer ETF - July,23.1308,NYSEArca
FRLG,Large Cap Growth Index-Linked ETN due 2028,203.406,NYSEArca
DSTL,Distillate U.S. Fundamental Stability & Value ETF,33.62,NYSEArca
GNAF,MicroSectors FANG+ Index Inverse ETN,19.2773,NYSEArca
HYTR,CP High Yield Trend ETF,23.2956,NYSEArca
GDNA,Goldman Sachs Motif Human Evolution ETF,66.5791,NYSEArca
DAO,Youdao Inc,32.48,NYSE
FLCB,Franklin Liberty US Core Bond ETF,26.21,NYSEArca
FNGO,MicroSectors FANG+ Index 2X Leveraged ETN,147.438,NYSEArca
IEMD,Invesco Emerging Markets Debt Defensive ETF,25.04,NYSEArca
FNGS,MicroSectors FANG+ ETN,97.6151,NYSEArca
FNGU,MicroSectors FANG+ Index 3X Leveraged ETN,205.853,NYSEArca
FNGZ,MicroSectors FANG+ Index -2X Inverse Leveraged ETN,5.8706,NYSEArca
EJAN,Innovator MSCI Emerging Markets Power Buffer ETF January,27.6265,NYSEArca
GMAN,Goldman Sachs Motif Manufacturing Revolution ETF,75.7938,NYSEArca
FEUL,Credit Suisse FI Enhanced Europe 50 Exchange Traded Notes (ETNs),72.5372,NYSEArca
FHI,Federated Hermes Inc,25.59,NYSE
EASG,Xtrackers MSCI EAFE ESG Leaders Equity ETF,25.8942,NYSEArca
EASI,Amplify EASI Tactical Growth ETF,21.07,NYSEArca
DIET,Defiance Next Gen Food & Agriculture ETF,22.48,NYSEArca
GLBY,WisdomTree Yield Enhanced Global Aggregate Bond Fund,26.76,NYSEArca
IXSE,WisdomTree India ex-State-Owned Enterprises Fund,25.5015,NYSEArca
IEMV,Invesco Emerging Markets Debt Value ETF,25.025,NYSEArca
IVOL,Quadratic Interest Rate Volatility and Inflation Hedge ETF New,27.51,NYSEArca
ERSX,ERShares Non-US Small Cap Fund,20.9279,NYSEArca
HAIL,SPDR S&P Kensho Smart Mobility ETF,40.8839,NYSEArca
CNRG,SPDR Kensho Clean Power ETF,84.78,NYSEArca
SCU,Sculptor Capital Management Inc,11.38,NYSE
SCOM,ProShares UltraPro Short Communication Services Select Sector,24.8841,NYSEArca
SFTW,Osprey Technology Acquisition Corp,10.1,NYSE
PASS,Direxion Daily Cnsmr Discret Bear 3XShrs,37.5122,NYSEArca
ROKT,SPDR Kensho Final Frontiers ETF,33.3169,NYSEArca
QARP,Xtrackers Russell 1000 US QARP ETF,30.77,NYSEArca
LGOV,First Trust Long Duration Opportunities ETF,29.3612,NYSEArca
SFYF,SoFi 50 ETF,24.0196,NYSEArca
NTCO,Natura &Co Holding S.A.,17.34,NYSE
PPTY,PPTY ??? U.S. Diversified Real Estate ETF,25.8382,NYSEArca
KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,24.538,NYSEArca
NEED,Direxion Daily Cnsmr Staples Bull 3XShrs,32.194,NYSEArca
LACK,Direxion Daily Cnsmr Staples Bear 3XShrs,7.7832,NYSEArca
ONTO,Onto Innovation Inc,33.56,NYSE
LEND,Amplify CrowdBureau(R) Peer-to-Peer Lending & Crowdfunding ETF,13.64,NYSEArca
JUST,Goldman Sachs JUST U.S. Large Cap Equity ETF,50.175,NYSEArca
RYCE,Amira Nature Foods Ltd,7.02,NYSE
SMHB,ETRACS 2xMonthly Pay Leveraged US Small Cap High Dividend ETN,5.4,NYSEArca
MTGP,WisdomTree Mortgage Plus Bond Fund,51.69,NYSEArca
JMBS,Janus Henderson Mortgage-Backed Securities ETF,53.52,NYSEArca
PEAK,Healthpeak Properties Inc,27.09,NYSE
SBUG,iPath Silver ETN,34.7672,NYSEArca
PFFA,Virtus InfraCap U.S. Preferred Stock ETF,19.525,NYSEArca
PFFL,ETRACS 2xMonthly Pay Leveraged Preferred Stock Index ETN,18.079,NYSEArca
RIDV,Invesco International Ultra Dividend Revenue ETF,23.69,NYSEArca
NUHY,Nuveen ESG High Yield Corporate Bond ETF,24.635,NYSEArca
RWCD,Direxion MSCI Cyclicals Over Defensives ETF,77.0988,NYSEArca
NREF,Nexpoint Real Estate Finance Inc,14.15,NYSE
PINE,Alpine Income Property Trust Inc,14.44,NYSE
PING,Ping Identity Holding Corp,33.59,NYSE
PTBD,Pacer Trendpilot US Bond ETF,26.67,NYSEArca
ROSC,Hartford Multifactor Small Cap ETF,27.3491,NYSEArca
OSCV,Opus Small Cap Value Plus ETF,24.55,NYSEArca
KALL,KraneShares MSCI All China Index ETF,32.4431,NYSEArca
NET,Cloudflare Inc,57.06,NYSE
NEX,Nextier Oilfield Solutions Inc,1.96,NYSE
RWED,Direxion MSCI Emerging Over Developed Markets ETF,51.8804,NYSEArca
NRGD,MicroSectors U.S. Big Oil Index -3X Inverse Leveraged ETNs,30.13,NYSEArca
OCFT,OneConnect Financial Technology Co Ltd,20.83,NYSE
NRGO,MicroSectors U.S. Big Oil Index 2X Leveraged ETNs,8.2329,NYSEArca
NRGZ,MicroSectors U.S. Big Oil Index -2X Inverse Leveraged ETNs,53.8815,NYSEArca
SMOG,VanEck Vectors Low Carbon Energy ETF,122.402,NYSEArca
NRGU,MicroSectors U.S. Big Oil Index 3X Leveraged ETNs,28.99,NYSEArca
QLV,FlexShares US Quality Low Volatility Index Fund,43.0041,NYSEArca
PYPE,UBS ETRACS NYSE Pickens Core Midstream Index ETN,11.7096,NYSEArca
PIPR,Piper Sandler Companies,83.74,NYSE
RWDE,Direxion MSCI Developed Over Emerging Markets ETF,51.6804,NYSEArca
KLCD,KFA Large Cap Quality Dividend Index ETF,27.6833,NYSEArca
KMED,KraneShares Emerging Markets Healthcare Index ETF,31.345,NYSEArca
RWDC,Direxion MSCI Defensives Over Cyclicals ETF,47.0183,NYSEArca
SPTI,SPDR Portfolio Intermediate Term Treasury ETF,33.1,NYSEArca
SNPE,Xtrackers S&P 500 ESG ETF,30.41,NYSEArca
LCR,Leuthold Core ETF,27.071,NYSEArca
PFLD,AAM Low Duration Preferred and Income Securities ETF,24.295,NYSEArca
RWGV,Direxion Russell 1000 Growth Over Value ETF,98.5079,NYSEArca
QINT,American Century Quality Diversified International ETF,43.8,NYSEArca
PTIN,Pacer Trendpilot International ETF,23.12,NYSEArca
NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,26.06,NYSEArca
NVST,Envista Holdings Corp,26.17,NYSE
SDAG,IQ Short Duration Enhanced Core Bond U.S. ETF,24.505,NYSEArca
