symbol,date,revenueGrowth,grossProfitGrowth,ebitgrowth,operatingIncomeGrowth,netIncomeGrowth,epsgrowth,epsdilutedGrowth,weightedAverageSharesGrowth,weightedAverageSharesDilutedGrowth,dividendsperShareGrowth,operatingCashFlowGrowth,freeCashFlowGrowth,tenYRevenueGrowthPerShare,fiveYRevenueGrowthPerShare,threeYRevenueGrowthPerShare,tenYOperatingCFGrowthPerShare,fiveYOperatingCFGrowthPerShare,threeYOperatingCFGrowthPerShare,tenYNetIncomeGrowthPerShare,fiveYNetIncomeGrowthPerShare,threeYNetIncomeGrowthPerShare,tenYShareholdersEquityGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,threeYShareholdersEquityGrowthPerShare,tenYDividendperShareGrowthPerShare,fiveYDividendperShareGrowthPerShare,threeYDividendperShareGrowthPerShare,receivablesGrowth,inventoryGrowth,assetGrowth,bookValueperShareGrowth,debtGrowth,rdexpenseGrowth,sgaexpensesGrowth
AAPL,2019-09-28,-0.020410775805267418,-0.03384754367187423,-0.09828203898558492,-0.09828203898558492,-0.07181132519191681,-0.0016932695893485802,-0.0016932695893485802,-0.07023766881881975,-0.07023766881881975,0.10746800102158416,-0.10386910142831314,-0.08148656446406013,7.281516965807928,0.8746164439422741,0.4274800368354079,8.328377098975007,0.5305484996043235,0.23958208903109265,8.163676469982407,0.841981457037791,0.4309361654949707,2.9057858056452432,0.0684296590807776,-0.16522302741533926,0,0.6713897066369631,0.3748683639847173,-0.06512909480559241,0.037917087967644085,-0.07439742976279992,0,-0.05621795375732642,0.1391542568137117,0.092187967674349
AAPL,2018-09-29,0.15861957650261305,0.15482049304878326,0.15574465310380803,0.15574465310380803,0.23122582780087278,0.2931758838071158,0.2931758838071158,-0.047905132288793784,-0.047905132288793784,0.12788207211287508,0.20566757493188012,0.23847877312936996,9.327878703963826,1.0269999749954197,0.3166263355665508,9.191434975529539,0.8820614120853288,0.10395670047540406,14.553581701467936,1.0965667742568006,0.2917544019857481,5.434793672995789,0.13120705180049272,0.04008450917139877,0,0.6930654009054226,0.3741515525005668,0.37344770554761303,-0.18516992790937178,-0.025562255041711186,0,-0.010347510373443983,0.22925481391935065,0.09462027390079288
AAPL,2017-09-30,0.06304518199398068,0.04655661440964599,0.021991203518592562,0.021991203518592562,0.058309803664061986,0.10840420306465436,0.10840420306465436,-0.04519569091106436,-0.04519569091106436,0.10069308658694197,-0.030287931633223113,-0.03220741349982242,10.31877270658328,0.8454589014694237,0.46210893815104653,12.917361068447631,0.5911964507356192,0.2540077883033508,15.393592845973766,0.4597811191604929,0.42680112343947163,9.933817423914528,0.42877804587808904,0.4010841363886883,0,5.46648683633678,0.33808235266684183,0.21755008703368717,1.277204502814259,0.1667246942670803,0,0.3291662836657781,0.15291189646590345,0.07517260814428632
AAPL,2016-09-24,-0.07734206191301371,-0.10000427231751864,-0.15732135336234732,-0.15732135336234732,-0.14434206090571974,-0.0987926500073778,-0.0987926500073778,-0.05054108625324504,-0.05054108625324504,0.10689060335773747,-0.18500972116260184,-0.2333256900455731,11.468902660144291,1.3747818572484558,0.4960832203457682,32.31992197921957,1.1038492925171188,0.46338299167182784,24.65390582761075,1.1010889626621587,0.46269156488816165,13.346469950487473,0.9955402309861991,0.23086570099070866,0,0.0,0.3637783836303164,-0.034406617671291564,-0.09237973605789698,0.10794399765795863,0,0.35294117647058826,0.24519647948431883,-0.009421452997417824
AAPL,2015-09-26,0.2785634180365984,0.3273317549654791,0.3566843799401939,0.3566843799401939,0.35140470766894455,0.42837129148638087,0.42837129148638087,-0.05388388045075943,-0.05388388045075943,0.0982770378108829,0.36094317820240146,0.3983567134268537,16.367193453205438,3.0037726131087097,0.7056993276942937,32.186103833583275,3.883257287342056,0.8252363898390062,40.4034507773015,3.257535137091679,0.46138715294993,15.54923713536911,1.7905602575726058,0.15329081463057512,0,0.0,4.3075911161226506,0.1147727690216393,0.11274277593557555,0.25235616095652585,0,0.8225811021391132,0.3353749379241847,0.19478028850162596
AAPL,2014-09-27,0.06953952372593762,0.09693020651903458,0.0715116635033368,0.0715116635033368,0.06677106677106677,0.13629031690016846,0.13629031690016846,-0.06117755289788408,-0.06117755289788408,0.12183038323976059,0.11267841836544554,0.11908499663601704,18.55157208537144,3.4177127500237288,0.8083452239072925,55.61314326821222,5.094793534073944,0.703894977322932,125.76320218136891,3.974901584904718,0.6322228283614648,18.45949363243938,2.6556321442869546,0.5591396387542723,0,0.0,0.0,0.31868611016908094,0.19671201814058956,0.11999516908212561,0,1.081073113207547,0.3499441340782123,0.10738688827331487
AAPL,2013-09-28,0.09202085516395328,-0.06347033293524802,-0.11299578211835412,-0.11299578211835412,-0.11252486042220784,-0.09959853621101905,-0.09959853621101905,-0.014356959347136164,-0.014356959347136164,3.307828019140756,0.05525405065282366,0.07565011820330969,20.48510028666035,4.09515482553825,1.6006277893767342,143.89488014481725,4.415038483912915,1.864361687610115,417.83056455519556,6.418595912348859,1.6231884538457995,21.82810227254656,4.688431364314614,1.5657712186208206,0,0.0,0.0,0.1042692060774663,1.2300884955752212,0.17570883315158126,0,0.0,0.3235729074238391,0.07868525896414343
AAPL,2012-09-29,0.44581474193756987,0.5669816057328039,0.634832790766499,0.634832790766499,0.6099452202762132,0.5953477077494358,0.5953477077494358,0.009150526155253927,0.009150526155253927,0.0,0.3551120466838978,0.3782624596868039,19.86371629559761,5.133310634862064,2.5000385502221123,431.53176162409954,7.746475686275919,3.8032526444464256,490.4559119284826,10.230171859875524,3.8625064930453186,21.09625261310315,6.652565390025218,2.5847752704551565,0,0.0,0.0,0.595288896475207,0.019329896907216496,0.512954258363338,0,0.0,0.3919308357348703,0.3212264771680484
AAPL,2011-09-24,0.6596243771559984,0.706042672480922,0.8379113407669295,0.8379113407669295,0.849853707271819,0.8261488146930029,0.8261488146930029,0.012976981306967403,0.012976981306967403,0.0,1.0182307071793493,0.8257253854558698,13.895892674093536,4.250546538447705,2.209884569517339,148.7082391832125,14.837599250920892,2.7665602972566923,-766.2070032026843,11.209814188498846,4.164520806657181,13.423749700429203,6.1892662085782275,2.5086714615191656,0,0.0,0.0,0.18067311567916164,-0.26165556612749763,0.5478366120000532,0,0.0,0.36307519640852975,0.377379010331702
AAPL,2010-09-25,0.5202190886843026,0.49134827546161886,0.5660136286201022,0.5660136286201022,0.7016393442622951,0.6690618639363474,0.6690618639363474,0.019530634745629234,0.019530634745629234,0.0,0.8303966925878531,0.8414934048736865,5.368006852348976,3.337707240502043,1.6129315616407194,16.545740380324457,5.795895010407364,2.2692083922783177,12.89517879907496,8.724746700642426,2.85472541106324,8.069367048477783,4.930435327622925,2.1626743585723487,0,0.0,0.0,0.9624283171841013,1.30989010989011,0.5827666785962401,0,0.0,0.336834208552138,0.3297180043383948
