symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
XOM,Exxon Mobil Corporation,34.1,-1.02,-0.35,33.875,34.64,73.12,30.11,144182640640.0,35.883236,42.08741,22207294,24477031,NYSE,34.37,34.45,1.679,20.309708,2020-10-30T12:30:00.000+0000,4228229931,1603057184
