symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
QCOM,QUALCOMM Incorporated,129.03,0.35,0.45,127.7401,130.19,132.42,58.0,145580670976.0,118.23441,96.22395,6308659,9320487,NASDAQ,129.7,128.58,2.355,54.789806,2020-11-04T21:00:00.000+0000,1128269945,1603036290
