symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
PTR,PetroChina Company Limited,28.32,-0.7,-0.2,28.24,28.47,53.55,27.74,104795332608.0,30.971176,34.24554,84809,145529,NYSE,28.47,28.52,4.4,6.436363,,3700400163,1603055213
