symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
NVDA,NVIDIA Corporation,543.61,1.72,9.17,531.65,543.72,589.07,180.68,335795486720.0,527.08,419.0454,5709270,13045056,NASDAQ,538.0,534.44,5.444,99.85489,2020-11-18T21:00:00.000+0000,617713962,1603645616
