symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
INTC,Intel Corporation,48.2,-10.58,-5.7,47.66,48.665,69.29,43.63,197523603456.0,51.37647,55.505325,97322490,33905835,NASDAQ,48.35,53.9,5.109,9.434331,2020-10-22T20:00:00.000+0000,4098000072,1603645620
