symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
TOT,TOTAL S.A.,33.0,-0.87,-0.29,32.73,33.375,56.91,22.13,87562534912.0,35.805,37.27768,2301867,2740068,NYSE,33.01,33.29,-1.292,,,2653410149,1603055207
