symbol,date,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
TOT,2019-03-31,17.34871203383314,0.0,1.3952326028450597,0.0,10.729334871203383,45.364475201845444,96.28681276432141,45.364475201845444,19.016532103037292,148803210000.0,170364210000.0,,3.2976511390834147,41.00391567925048,,1.2611189646843457,1.2611189646843457,3.7754678220015956,,46.94522182419399,,0.0,0.0,1.1717474765452187,0.5346072942122684,,1.2655108359133127,-670.1666666666666,,0.005134297842096283,,0.0,0.0,0.03160670646827729,-1.342085798816568,-16.687869822485208,-1.3742603550295858,0.0,0.0,0.020725094837539173,0.0,-32.18521722414456,17152000000.0,112184000000.0,-56506000000.0,,19321000000.0,26416000000.0,17075000000.0,156.28412818012586,,,2.3354898814761142,0.0,0.0,0.0,-1.039600153787005
TOT,2019-02-08,,,,,,,,,,,-27907000000.0,,,,0.0,,,-0.576590909090909,2.512559647069416,1.4713449675752623,5.326779919832029,,,2.2203562781044623,1.0,2.512559647069416,1.2822412186264742,,,,,0.0,-0.004834710743801653,0.11264127869388772,1.3816287878787878,-3.5256410256410255,0.8090763403263403,0.0,,0.0,0.0,,17565000000.0,-28922000000.0,-176963000000.0,,17879000000.0,27264000000.0,16006000000.0,130.23863636363637,15924.724540901503,9067.111853088481,2.8025477707006368,0.022920333664957528,0.04025537634408602,0.0,
TOT,2018-12-31,,,,,,,,,,,-27907000000.0,,,,0.0,,,-0.1898848728975015,-2.4436952714535902,-1.3720255653883973,-4.385135135135135,,,,-1.3933131666932017,-2.4436952714535902,-1.728667636029693,,,,,0.0,-0.004191388601600348,0.0,1.4553520320549513,10.515741270749857,0.8171150543789353,0.0,,0.0,0.0,,71311000000.0,,132691000000.0,,17879000000.0,1130000000.0,,42.89062925262642,-5812.864107251676,0.0,8.510017371163867,-0.06279176551618582,,,
TOT,2018-10-26,,,,,,,,,,,-25252000000.0,,,,0.0,,,-0.6809772935656113,5.705377315860822,5.0727199678585775,12.134550696780394,,,2.2361899604883537,1.0,5.705377315860822,1.276573349901323,,,,,0.0,-0.004881074375707891,0.103502811178122,1.7183293061788056,-12.80013807386952,1.527787366240939,0.0,,0.0,0.0,,18919000000.0,-27356000000.0,-176978000000.0,,,28247000000.0,18410500000.0,0.0,24834.14043583535,17400.690072639227,,0.014697508896797154,0.020976179592665956,0.0,
TOT,2018-09-30,18.494459304547192,0.0,5.373710355368742,0.0,10.11654566297287,45.163546045089795,99.01260985861674,45.163546045089795,15.521207489491784,164190580000.0,178803580000.0,,3.392367355371901,11.675359453886085,,1.389173470510098,1.389173470510098,3.6942888429752068,,12.714469174429354,,0.0,0.0,1.1717529802949413,0.5344826255422281,,1.276573349901323,-11.991471215351812,,0.017102077354255035,,0.0,0.0,0.0,-1.1223463687150839,-3.862729449321628,-0.8005586592178771,0.0,0.0,0.029489646638106874,0.0,-31.92854413450516,18919000000.0,,-51169000000.0,,19665500000.0,27258000000.0,18382000000.0,150.90185950413223,,,2.418790604697651,0.0,0.0,0.0,-4.787925105082155
TOT,2018-07-27,,,,,,,,,,,-26475000000.0,,,,0.0,,,-0.7677918914216113,-9.035836177474403,-5.705818965517241,-20.10250569476082,,,0.0,0.0,-9.035836177474403,1.3472458878110503,,,,,0.0,-0.005771126964793225,0.09746632011269618,1.396328618718026,10.376767980740295,0.881733373457719,0.0,,0.0,0.0,,20583000000.0,,,,17731000000.0,26707500000.0,17762000000.0,179.6737428223421,23907.5,17573.50785340314,2.0314598798161896,0.015267175572519083,0.020769899956502826,0.0,
TOT,2018-06-30,17.569359756097562,0.0,3.1733993902439024,0.0,0.0,44.95998475609756,94.0,44.95998475609756,14.619664634146341,159145600000.0,197507600000.0,,3.4520324497852584,19.111997117809533,,1.3489773257045983,1.3489773257045983,4.284143854930372,,23.718938393178817,,0.0,0.0,1.0713625768171222,0.5124302672548002,,1.3472458878110503,,,,,0.0,0.0,0.0,-0.9072782741337982,-5.023098714316845,-0.3360209195903247,0.0,0.0,0.0,0.0,-39.81230945121951,20583000000.0,,-46536000000.0,,18147500000.0,25718500000.0,17733500000.0,134.3870114094833,,,2.7160362907976907,0.0,0.0,0.0,-3.497713414634146
TOT,2018-04-27,,,,,,,,,,,-30092000000.0,,,,0.0,,,-0.8337350732829081,-6.457510729613734,-6.401191235907254,-14.87493821057835,,,2.12082154026422,1.0,-6.457510729613734,1.4119278062893947,,,,,0.0,-0.005458122073532264,0.0953325862981293,1.7554144884241971,13.477595220313667,1.7401045556385362,0.0,,0.0,0.0,,23919000000.0,-24502000000.0,-175031000000.0,,18131000000.0,26615000000.0,17069000000.0,179.74427174244312,26506.25730994152,18149.6783625731,2.0306627658377403,0.013770333387018843,0.020110549217923088,0.0,
TOT,2017-12-31,,,,,,,,,,,-966000000.0,,,,0.0,,,-8.235715381860965,-72.55520504731861,-54.95193128164287,-121.72379032258064,,,,-2.1394271272114573,-72.55520504731861,,,,,,0.0,-0.005030095316043447,0.0,1.822980400290366,12.163642020118221,1.3806906564347194,0.0,,,0.0,,,,26361000000.0,,,,,0.0,0.0,0.0,,,,,
TOT,2017-10-27,,,,,,,,,,,-28583000000.0,,,,0.0,,,-250.7280701754386,446.609375,-15.383745963401507,-15.636214442013129,,,2.153969453830111,1.0,446.609375,1.4677762039660056,,,,,0.0,2.2982456140350878,0.06296192940619345,61.93333333333333,3.8,-2.1333333333333333,0.0,,0.0,0.0,,23778000000.0,-14891000000.0,-161898000000.0,,16113000000.0,24743000000.0,15950500000.0,43985.70175438597,1099797.142857143,770097.8571428572,0.008298151113699229,0.0003318793855490233,0.000473965739048006,0.0,
