symbol,date,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
AAPL,2018-12-29,4.415752614779191,1.0456707502558005,1.3978939305949067,1.2221751543811221,2.344889815161655,6.174616383128316,19.57360516478074,6.174616383128316,5.543809545358175,745725140866.992,805912140866.992,37.351622382519004,8.84503784683895,27.940245068077633,31.957366225283565,6.325494018822244,6.325494018822244,9.558915204210555,28.587568403639175,30.195284408654626,34.53662484966753,0.026772598784571448,0.03129169008955546,2.1700115359820855,0.684543734731175,2.134972154233621,1.3005550271049011,26.86067415730337,1.336839469070874,0.0047846046813599255,0.17871274730778863,0,0.0462815798837623,0.0,-7.955290611028316,-25.129657228017884,-1.0119225037257824,0.01849128217293322,12.05296039495981,0.09006314139754969,0.05342249123004182,-7.289068857039184,32545000000,,-114999000000,,33829000000,38357000000,4161000000,39.47681176610129,76.25184108341782,8.587004342087646,2.27981936670182,1.1802993701036282,10.480954290296712,0.16934991348013437,-0.17571877621378465
AAPL,2018-09-29,3.243605610561056,0.7283931518151815,1.0067553630363035,0.8499381188118812,1.336272689768977,5.525319719471947,18.859581270627064,5.525319719471947,5.495410478547854,1094387539392.0,1174173539392.0,77.47876385076107,17.398848003052464,56.05632020652564,66.39895276010193,10.213888763959792,10.213888763959792,18.667305872686804,55.53485973570449,60.143089657941914,71.23974878000243,0.012906762450756074,0.015060478492981354,2.4133013523477094,0.7070285050242668,3.773636664617131,1.1329261875803294,18.918202764976957,1.3821592920353982,0.0032255484213216954,0.24991150442477877,0,0.05961844197138315,0.0,-6.4199276553765205,-20.683985531075304,-0.9056231502795133,0.02138314785373609,9.515966241963387,0.0657376419158033,0.03862191537357304,-7.918355507425742,15410000000,,-127239000000,,39836000000,44154500000,3645000000,70.10413354531002,129.58367683429515,9.172506183017312,1.2838044698438615,0.6945319209848267,9.811931243680485,0.13182823597487564,-0.15681724422442245
AAPL,2018-06-30,2.7027095595697177,0.5844834584940126,0.7351329409376903,0.5693626953521412,1.6222346255327786,5.832606048305257,17.71854069413436,5.832606048305257,5.578851227927745,912036970000.0001,989167970000.0001,79.17674884972654,17.12263155918521,62.95119892324683,81.27947330897426,7.934274939320916,7.934274939320916,18.570693138083172,58.89657457576661,68.27498412479294,88.1532813474735,0.012629970471482094,0.012303229330714519,2.0378428694464503,0.670819050564581,4.592497767192617,1.3073248407643312,15.702127659574469,1.2577480684087161,0.004005320091355507,0.3171282229360188,0,0.06948277480521918,0.0,-4.4346495255586165,-16.30394857667585,-0.8157330884603612,0.0253637473012297,8.758075672817483,0.050965090984427336,0.032987110427638265,-7.130847879033895,27213000000,,-118487000000,,28522000000,35455000000,4635000000,44.55139397352858,105.46857873584217,16.265984654731458,2.020138809875981,0.8533347190106264,5.533018867924528,0.10020965819624356,-0.165770245585549
AAPL,2018-03-31,3.0158346487766376,0.6818271507498027,0.7463496448303079,0.5470106550907656,2.222720994475138,6.258780584056828,18.128551696921864,6.258780584056828,5.630130228887135,844734199456.0,913017199456.0,61.11519313095066,13.817069850597838,55.83173823238599,76.17767151735954,6.657846115607118,6.657846115607118,14.933954879303858,46.34840344464186,60.34482481533377,82.33539538786185,0.016362543399925353,0.013127206175790208,1.8964989990384464,0.6547556203775762,3.466318087212549,1.4560344827586207,20.414141414141415,1.094631746491101,0.0037763358013139835,0.2307914918246274,0,0.055252956474802495,0.0,-3.7441227418955703,-15.129175946547884,-0.6778025241276912,0.02204884112730425,9.798808447352268,0.05812022345083435,0.037610679669770504,-6.5137628255722175,40733000000,,-110571000000,,26542500000,33366000000,5498000000,32.986898277638744,81.87697202704494,18.283971894471694,2.7283559443056054,1.0992101658360292,4.9223440354998695,0.10893929601664591,-0.19933898973954223
AAPL,2017-12-30,4.279420317952695,0.9725184179914695,1.3713164017060877,1.2276560682435051,1.3324447460255913,6.795221015897635,19.327064753780537,6.795221015897635,5.653160139588988,872888319368.0,961299319368.0,43.503031117268876,9.886268666462799,30.851741397801575,34.46201268774922,6.226066657879158,6.226066657879158,10.887605125751758,34.44406174954316,33.976577929805956,37.952517642544116,0.022986903999961558,0.02901745783279473,1.9015470866411315,0.6553562736913524,3.1678311655738294,1.2420112619615158,36.82561307901907,1.4100672813356592,0.003825231620028489,0.16640917019686022,0,0.03858743048712809,0.019759386814948106,-9.545546558704453,-29.78846153846154,-0.9261133603238867,0.014678400326186674,12.193881491402603,0.09288468279004557,0.050318992065323156,-7.224566207832493,28022000000,132161000000.0,-122785000000,,40788000000,47703000000,3877500000,51.883048486289965,104.2395321895515,7.316709880289071,1.7346706222126171,0.8633960466777805,12.30061072155621,0.1431179965620297,-0.1436603334625824
AAPL,2017-09-30,2.5356385030864197,0.5166859567901234,0.7852527006172839,0.6089409722222222,0.9784432870370371,6.464457947530864,17.713348765432098,6.464457947530864,5.297550154320987,798958059263.9999,887853059263.9999,74.57140743550495,15.195383313946632,49.067006034760176,63.27378310477547,5.960283029564257,5.960283029564257,16.886077317255936,52.02162414390343,54.52638084284222,70.31385596452046,0.0134099654866361,0.015804333974216357,1.7999060031183092,0.6428451530564666,5.208589675982891,1.2760628484139107,20.896396396396398,1.519787194325182,0.004092830608670903,0.3052081388837036,0,0.05699994294300006,0.02135516720443143,-4.453774617067833,-14.38156455142232,-0.6794310722100656,0.022328305977671693,8.669032783094304,0.05069853008141928,0.029169298455775053,-6.650692033179013,27831000000,126032000000.0,-112627000000,,33175000000,38331500000,4094500000,61.061830768938165,121.96091644204851,13.383668218573877,1.473915846718807,0.7379413227250124,6.724613800205973,0.07992718971703955,-0.17631172839506173
AAPL,2017-07-01,2.16931014714313,0.4164437225300975,0.38878272501433214,0.2700171985476782,0.8872061914771642,6.326437989680872,16.103000191094974,6.326437989680872,4.894228931779094,753656680932.0,836929680932.0,86.45826327085005,16.59744276189218,92.60957003342344,133.34336180679406,5.691196382344723,5.691196382344723,18.43132665900282,58.674262544307346,102.84218246891128,148.07673052583155,0.011566274433101598,0.007499435940792731,1.6065546535774966,0.6163518004015378,5.837983735277622,1.388342230203439,18.78405315614618,0.9335780658483424,0.004464897724835021,0.3860273029712057,0,0.06468023255813954,0.023480979103232293,-3.2735317779565567,-18.265486725663717,-0.9469026548672567,0.02627290345313601,7.699261081591979,0.042854273489697614,0.025861250548850676,-5.610643990063061,31573000000,124320000000.0,-99873000000,,26654500000,32168000000,3240000000,44.85729386892178,102.8778653295129,10.14111747851003,2.0063626723223753,0.8748237505874981,8.87476160203433,0.06582593921087408,-0.11876552646665392
AAPL,2017-04-01,2.5131128848346638,0.5239927784112505,0.5972063854047891,0.4599486887115165,0.7201159255036108,6.370296465222349,15.509407069555301,6.370296465222349,4.516011022424934,755938941047.9999,835304941047.9999,68.54102285320518,14.291041686479126,60.13834057661097,78.08479919925627,5.637885331722378,5.637885331722378,15.791457596944946,47.606573637752184,66.45226261320603,86.2829192281789,0.014589802695849863,0.012806589890155276,1.494980683462359,0.5991952937237693,4.523310156160949,1.3906083826456874,27.70566037735849,1.1397225496418533,0.0039738659260434295,0.2723728352525161,0,0.05248033877797943,0.02418303779608528,-4.350986500519211,-18.30944963655244,-0.8071997230875736,0.02300741076830006,8.66630026266068,0.05621961024541521,0.03378548103491585,-5.531879513492968,28648000000,125992000000.0,-98460000000,,25644500000,30497000000,3122000000,35.07032667876588,79.602847856369,8.107104163442193,2.566272074519697,1.1306128162951037,11.101374570446735,0.08225563461165555,-0.1372576966932725
AAPL,2016-12-31,3.6763795045045047,0.8394801051051051,1.2778716216216217,1.1173986486486487,0.7681587837837838,6.211993243243243,15.14968093093093,6.211993243243243,3.9684215465465464,617088960000.0,684767960000.0,34.491585713487225,7.875955125014357,22.658770654329146,25.91286470143613,4.661144799456152,4.661144799456152,8.73974754629807,24.728006644518274,25.143862818535656,28.754848408499203,0.028992578314802456,0.03859087026933686,1.5012538711383034,0.600200518812228,2.443991044344937,1.228242006418638,46.05714285714286,1.5222178749091722,0.005072202231587485,0.17494829802694092,0,0.0366427997090018,0.0249772755412347,-7.963157894736842,-22.909649122807018,-0.873391812865497,0.016030427180252965,10.832082286747822,0.09789037735161592,0.0554123950816118,-5.441077796546547,19202000000,124119000000.0,-95419000000,,29327000000,35465500000,3023000000,32.13653941876939,71.94395433316035,5.066528282304099,2.800550452157129,1.250973773045962,17.76364306784661,0.13513860563486668,-0.16047297297297297
AAPL,2016-09-24,2.171889486371222,0.4178564806230299,0.7475431114407566,0.5603560170591507,0.9495642499536436,5.945160393102169,14.512608937511589,5.945160393102169,3.8931021694789543,607845030000.0,670893030000.0,67.43344020412691,12.973726415094339,37.69347823390797,50.284995863666445,4.739569353367278,4.739569353367278,14.31941069751558,44.17838996444093,41.6031892595808,55.50074702183984,0.014829437694012241,0.01988664775296427,1.5082924623193943,0.6013224075651412,4.1517186882655075,1.352669417512594,27.084444444444443,1.7889948968271578,0.005086822869967367,0.34302196583092964,0,0.054853581490651414,0.02679631690530517,-3.993561168895493,-11.602773650321941,-0.6310054482417038,0.021984120208315548,7.476298246359944,0.05022251524641503,0.028792650750959863,-4.785914611533469,27863000000,119629000000.0,-86568000000,,29988000000,34857500000,2733000000,56.281695551950826,115.58455869692482,6.607665553221529,1.5990989453564968,0.7786507212956508,13.620544090056285,0.07028514842220993,-0.18718709438160577
