symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage
ENB,29.45,0.91338,2838646,59491652000,3.096,22.57-43.15,0.18,Enbridge Inc,CAD,0000895728,CA29250N1050,29250N105,New York Stock Exchange,NYSE,Oil & Gas Midstream,http://www.enbridge.com/,"Enbridge, Inc. engages in the provision of gas and oil businesses. The company is headquartered in Calgary, Alberta and currently employs 12,000 full-time employees. The firm is engaged in delivering energy. The company operates through five segments: Liquids Pipelines, Gas Distribution, Gas Pipelines and Processing, Green Power and Transmission, and Energy Services. Liquids Pipelines consists of common carrier and contract crude oil, natural gas liquids (NGL), and refined products pipelines and terminals, including Canadian Mainline, Lakehead Pipeline System, Mid-Continent and Gulf Coast and Regional Oil Sands System. Gas Distribution consists of its natural gas utility operations, the core of which is Enbridge Gas Distribution Inc. Green Power and Transmission consists of its investments in renewable energy assets and transmission facilities. Renewable energy assets consist of wind, solar, geothermal and waste heat recovery facilities in Canada. Energy Services undertake physical commodity marketing activity and logistical services, and oversee refinery supply services.",Mr. Albert Monaco,Energy,CA,11300,14032313900,"Suite 200, 425 - 1 Street S.W.",Calgary,ALBERTA,T2P 3L8,743.49,29.5699,https://financialmodelingprep.com/image-stock/ENB.png,2001-10-30,False
