symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage
TOT,33.0,0.73934,2740068,87562535000,3.000075,22.13-56.91,-0.29,Total S.A.,USD,,,,New York Stock Exchange,NYSE,Oil & Gas Integrated,http://www.total.com,,Mr. Patrick Pouyann,Energy,France,107776,33 1 47 44 60 00,"2, place Jean Millier",Paris,,92078,101.98,157.61,https://financialmodelingprep.com/image-stock/TOT.jpg,,True
